icb_ons_code,appointment_month,appointment_status,hcp_type,appointment_mode,time_between_book_and_appointment,count_of_appointments
E54000019,1-20,Attended,Unknown,Home Visit,More than 28 Days,3
E54000050,1-21,Attended,GP,Unknown,1 Day,4
E54000062,1-22,DNA,Unknown,Unknown,More than 28 Days,3
E54000010,2-22,Attended,Unknown,Home Visit,2 to 7 Days,2
E54000044,12-20,DNA,Other Practice staff,Home Visit,1 Day,7
E54000057,3-21,Unknown,GP,Face-to-Face,1 Day,246
E54000060,6-22,Attended,GP,Face-to-Face,More than 28 Days,709
E54000057,1-21,Unknown,Unknown,Face-to-Face,Same Day,46
E54000041,5-22,DNA,GP,Telephone,Same Day,24
E54000051,2-22,Unknown,Unknown,Unknown,1 Day,10
E54000050,5-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,46
E54000010,3-22,Attended,Other Practice staff,Video/Online,1 Day,63
E54000044,1-20,Attended,Other Practice staff,Unknown,More than 28 Days,351
E54000055,3-20,Attended,Other Practice staff,Telephone,1 Day,2022
E54000041,2-21,Unknown,GP,Face-to-Face,15  to 21 Days,72
E54000060,10-21,Attended,GP,Telephone,1 Day,6451
E54000008,7-21,DNA,GP,Telephone,15  to 21 Days,45
E54000008,4-22,Unknown,GP,Home Visit,1 Day,11
E54000023,12-20,Attended,GP,Face-to-Face,2 to 7 Days,4046
E54000019,7-21,DNA,GP,Telephone,Same Day,2072
E54000057,6-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,105
E54000058,6-20,Unknown,GP,Video/Online,15  to 21 Days,1
E54000018,3-21,DNA,Unknown,Face-to-Face,8  to 14 Days,55
E54000011,2-21,Unknown,Other Practice staff,Home Visit,15  to 21 Days,1
E54000044,8-21,DNA,Unknown,Telephone,Same Day,18
E54000059,10-20,Attended,GP,Home Visit,1 Day,33
E54000025,2-22,Attended,Unknown,Face-to-Face,8  to 14 Days,43
E54000011,7-21,DNA,Other Practice staff,Telephone,Same Day,306
E54000057,9-20,Attended,Other Practice staff,Home Visit,22  to 28 Days,27
E54000019,6-21,Attended,GP,Telephone,Same Day,95596
E54000051,3-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,62
E54000050,1-21,Attended,Other Practice staff,Video/Online,Same Day,94
E54000054,1-22,Unknown,Other Practice staff,Telephone,1 Day,13
E54000050,1-22,Unknown,Other Practice staff,Telephone,8  to 14 Days,77
E54000010,6-21,Unknown,Unknown,Face-to-Face,1 Day,56
E54000062,4-22,DNA,Other Practice staff,Telephone,8  to 14 Days,299
E54000056,11-20,Attended,Other Practice staff,Home Visit,1 Day,75
E54000052,5-22,DNA,Other Practice staff,Telephone,22  to 28 Days,27
E54000026,5-21,Attended,Unknown,Unknown,Same Day,1420
E54000010,3-22,DNA,Unknown,Face-to-Face,Same Day,4
E54000029,1-20,Attended,Other Practice staff,Video/Online,1 Day,5
E54000048,8-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,3
E54000042,2-22,Attended,Unknown,Telephone,Same Day,7762
E54000036,12-21,Attended,GP,Face-to-Face,8  to 14 Days,7618
E54000044,10-20,Attended,GP,Telephone,22  to 28 Days,782
E54000057,5-20,Attended,Other Practice staff,Home Visit,15  to 21 Days,13
E54000040,8-20,Attended,Other Practice staff,Video/Online,Same Day,47
E54000040,12-20,Attended,Other Practice staff,Telephone,Same Day,27425
E54000057,12-21,Unknown,Unknown,Face-to-Face,1 Day,12
E54000054,6-20,DNA,GP,Telephone,1 Day,2
E54000057,4-20,Unknown,GP,Face-to-Face,1 Day,55
E54000057,10-20,Unknown,GP,Face-to-Face,22  to 28 Days,6
E54000054,11-20,Attended,GP,Telephone,8  to 14 Days,3451
E54000039,10-20,Attended,GP,Face-to-Face,1 Day,6778
E54000052,2-20,Unknown,GP,Telephone,22  to 28 Days,17
E54000025,11-20,DNA,Other Practice staff,Telephone,More than 28 Days,5
E54000032,3-21,Attended,GP,Face-to-Face,2 to 7 Days,29708
E54000050,11-20,DNA,Other Practice staff,Face-to-Face,More than 28 Days,61
E54000044,6-21,DNA,Unknown,Telephone,8  to 14 Days,43
E54000018,5-21,Unknown,Other Practice staff,Home Visit,22  to 28 Days,14
E54000008,1-21,Attended,Other Practice staff,Home Visit,2 to 7 Days,48
E54000061,4-21,Unknown,Other Practice staff,Telephone,22  to 28 Days,18
E54000010,3-22,Unknown,Other Practice staff,Telephone,1 Day,34
E54000031,6-22,Attended,GP,Home Visit,More than 28 Days,11
E54000055,2-22,Unknown,Unknown,Face-to-Face,22  to 28 Days,1
E54000028,1-22,Attended,Other Practice staff,Home Visit,1 Day,34
E54000061,10-20,Unknown,Unknown,Unknown,8  to 14 Days,53
E54000057,1-22,Unknown,Other Practice staff,Home Visit,2 to 7 Days,36
E54000054,4-22,Unknown,GP,Home Visit,Same Day,1
E54000024,1-20,DNA,GP,Video/Online,8  to 14 Days,33
E54000008,2-22,Attended,Unknown,Home Visit,Unknown / Data Quality,1
E54000055,3-21,Unknown,Other Practice staff,Home Visit,8  to 14 Days,25
E54000057,3-22,Attended,GP,Face-to-Face,15  to 21 Days,795
E54000056,8-20,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,2061
E54000011,12-20,DNA,GP,Telephone,1 Day,95
E54000057,8-21,Attended,Unknown,Unknown,1 Day,63
E54000015,2-20,Attended,Unknown,Unknown,2 to 7 Days,851
E54000010,11-20,DNA,Unknown,Unknown,More than 28 Days,2
E54000037,8-20,Attended,Unknown,Face-to-Face,15  to 21 Days,13
E54000061,11-21,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,1421
E54000010,4-21,Attended,GP,Video/Online,Same Day,16
E54000044,2-20,Unknown,GP,Home Visit,15  to 21 Days,2
E54000008,12-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,60
E54000025,2-20,Unknown,Unknown,Unknown,2 to 7 Days,14
E54000050,6-22,Unknown,GP,Home Visit,Unknown / Data Quality,1
E54000050,2-21,Attended,Unknown,Telephone,Same Day,3338
E54000051,6-21,DNA,GP,Telephone,1 Day,24
E54000030,2-21,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,16446
E54000056,3-21,Attended,GP,Face-to-Face,Same Day,60691
E54000050,6-20,Unknown,GP,Unknown,Same Day,30
E54000018,6-22,Unknown,GP,Home Visit,22  to 28 Days,1
E54000026,3-20,Attended,GP,Home Visit,1 Day,7
E54000051,11-20,Unknown,Unknown,Face-to-Face,Unknown / Data Quality,2
E54000050,6-21,DNA,GP,Face-to-Face,2 to 7 Days,517
E54000056,5-20,Attended,Other Practice staff,Face-to-Face,Same Day,36817
E54000010,1-20,DNA,Unknown,Unknown,2 to 7 Days,1
E54000057,4-22,Attended,GP,Face-to-Face,15  to 21 Days,1518
E54000054,6-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,1363
E54000055,6-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,2365
E54000050,9-20,DNA,Other Practice staff,Video/Online,8  to 14 Days,5
E54000025,5-22,Attended,GP,Home Visit,Unknown / Data Quality,4
E54000057,6-21,Unknown,GP,Telephone,15  to 21 Days,115
E54000057,7-20,DNA,GP,Face-to-Face,Same Day,250
E54000008,3-20,DNA,Other Practice staff,Telephone,22  to 28 Days,5
E54000056,5-22,Unknown,GP,Unknown,15  to 21 Days,3
E54000050,7-20,DNA,Other Practice staff,Home Visit,Same Day,1
E54000048,7-21,Attended,Unknown,Face-to-Face,Same Day,1347
E54000050,2-20,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,5067
E54000023,3-20,DNA,Other Practice staff,Telephone,15  to 21 Days,3
E54000061,3-22,Attended,Other Practice staff,Video/Online,15  to 21 Days,67
E54000044,1-21,Unknown,Other Practice staff,Unknown,More than 28 Days,3
E54000040,3-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,4630
E54000026,5-22,DNA,Other Practice staff,Telephone,2 to 7 Days,56
E54000048,10-21,DNA,Unknown,Home Visit,1 Day,1
E54000054,3-20,Attended,GP,Telephone,Same Day,11103
E54000050,12-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,14
E54000025,8-20,DNA,Other Practice staff,Telephone,8  to 14 Days,19
E54000044,2-22,DNA,Unknown,Face-to-Face,Same Day,12
E54000057,5-21,Unknown,Unknown,Face-to-Face,15  to 21 Days,4
E54000050,12-21,DNA,GP,Unknown,1 Day,152
E54000026,7-20,Unknown,Other Practice staff,Unknown,2 to 7 Days,3
E54000060,7-21,Attended,Other Practice staff,Home Visit,22  to 28 Days,26
E54000054,5-22,Attended,Unknown,Face-to-Face,Same Day,395
E54000053,12-20,Attended,GP,Video/Online,1 Day,121
E54000023,2-20,Unknown,GP,Home Visit,Same Day,106
E54000048,8-21,Attended,GP,Face-to-Face,15  to 21 Days,730
E54000060,1-22,DNA,GP,Face-to-Face,15  to 21 Days,349
E54000060,6-22,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,4026
E54000056,1-20,Unknown,GP,Face-to-Face,More than 28 Days,1046
E54000008,1-21,Unknown,GP,Face-to-Face,Same Day,109
E54000061,4-21,Unknown,GP,Telephone,8  to 14 Days,47
E54000026,7-20,DNA,Other Practice staff,Unknown,1 Day,1
E54000061,6-20,Unknown,Other Practice staff,Video/Online,8  to 14 Days,5
E54000061,10-20,Unknown,Unknown,Home Visit,1 Day,2
E54000010,9-20,Attended,GP,Telephone,More than 28 Days,37
E54000057,11-20,Attended,GP,Face-to-Face,Same Day,12150
E54000048,5-22,Unknown,Unknown,Home Visit,Same Day,39
E54000061,3-20,Unknown,Other Practice staff,Telephone,15  to 21 Days,16
E54000052,5-21,Unknown,GP,Face-to-Face,2 to 7 Days,679
E54000050,2-20,Unknown,Other Practice staff,Video/Online,More than 28 Days,2
E54000054,6-20,Attended,Other Practice staff,Telephone,8  to 14 Days,2197
E54000013,12-20,Attended,Other Practice staff,Home Visit,1 Day,93
E54000026,1-20,Attended,GP,Telephone,2 to 7 Days,925
E54000050,5-22,Unknown,Other Practice staff,Home Visit,More than 28 Days,6
E54000027,5-20,Attended,Other Practice staff,Telephone,More than 28 Days,190
E54000041,11-20,Attended,Other Practice staff,Home Visit,22  to 28 Days,18
E54000061,6-20,Unknown,GP,Telephone,Same Day,314
E54000023,5-20,Unknown,GP,Face-to-Face,Unknown / Data Quality,1
E54000052,5-20,Unknown,Unknown,Face-to-Face,2 to 7 Days,5
E54000051,5-21,Unknown,Unknown,Face-to-Face,Same Day,25
E54000010,3-20,Unknown,Other Practice staff,Telephone,1 Day,42
E54000042,10-20,Attended,Unknown,Face-to-Face,2 to 7 Days,64
E54000027,8-20,Attended,Unknown,Unknown,1 Day,1202
E54000051,3-21,DNA,Other Practice staff,Telephone,Unknown / Data Quality,1
E54000056,5-22,Attended,GP,Face-to-Face,22  to 28 Days,2563
E54000010,1-21,Attended,Unknown,Unknown,1 Day,22
E54000061,3-20,DNA,Other Practice staff,Home Visit,2 to 7 Days,1
E54000010,4-22,Attended,Unknown,Home Visit,2 to 7 Days,1
E54000037,1-22,Unknown,Unknown,Face-to-Face,1 Day,8
E54000026,7-21,DNA,Other Practice staff,Telephone,Same Day,14
E54000015,3-21,Attended,GP,Home Visit,Same Day,16
E54000015,6-21,DNA,Unknown,Unknown,2 to 7 Days,94
E54000008,6-20,Unknown,GP,Face-to-Face,8  to 14 Days,49
E54000053,2-21,Attended,GP,Home Visit,2 to 7 Days,55
E54000008,6-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,258
E54000048,7-21,Attended,GP,Face-to-Face,Unknown / Data Quality,4
E54000025,1-20,Unknown,Unknown,Unknown,8  to 14 Days,9
E54000010,11-20,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,368
E54000024,4-20,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,12
E54000008,11-20,Attended,GP,Home Visit,2 to 7 Days,43
E54000030,1-20,Unknown,GP,Face-to-Face,8  to 14 Days,1080
E54000057,10-20,DNA,GP,Unknown,Same Day,261
E54000048,1-21,Attended,Unknown,Face-to-Face,2 to 7 Days,36
E54000061,11-21,DNA,GP,Face-to-Face,15  to 21 Days,259
E54000048,2-21,DNA,Unknown,Telephone,1 Day,2
E54000054,11-21,Unknown,Other Practice staff,Telephone,15  to 21 Days,54
E54000053,3-22,Attended,Other Practice staff,Video/Online,Same Day,642
E54000061,9-21,Attended,GP,Home Visit,8  to 14 Days,2
E54000055,3-22,Attended,Other Practice staff,Home Visit,1 Day,154
E54000051,3-21,Attended,Other Practice staff,Unknown,8  to 14 Days,8
E54000015,3-21,Unknown,Other Practice staff,Telephone,8  to 14 Days,56
E54000023,4-22,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,6477
E54000040,3-22,DNA,GP,Face-to-Face,2 to 7 Days,807
E54000057,2-22,DNA,GP,Telephone,1 Day,57
E54000051,1-20,Unknown,Unknown,Home Visit,1 Day,25
E54000022,3-22,Unknown,Unknown,Unknown,Same Day,59
E54000057,7-21,Unknown,GP,Telephone,22  to 28 Days,147
E54000050,12-20,DNA,Other Practice staff,Telephone,More than 28 Days,6
E54000025,1-22,Unknown,Other Practice staff,Home Visit,Same Day,11
E54000058,3-22,Attended,GP,Telephone,Unknown / Data Quality,19
E54000025,3-22,Attended,GP,Home Visit,8  to 14 Days,12
E54000060,11-20,DNA,GP,Video/Online,15  to 21 Days,1
E54000026,3-22,Attended,Other Practice staff,Home Visit,Same Day,88
E54000039,10-20,DNA,GP,Home Visit,1 Day,3
E54000010,3-22,Attended,Unknown,Face-to-Face,8  to 14 Days,65
E54000054,3-22,Unknown,GP,Telephone,8  to 14 Days,235
E54000008,10-20,DNA,Other Practice staff,Home Visit,Unknown / Data Quality,1
E54000011,4-22,Attended,Other Practice staff,Face-to-Face,1 Day,6116
E54000008,9-21,DNA,GP,Home Visit,Same Day,2
E54000048,7-20,Unknown,GP,Telephone,15  to 21 Days,16
E54000011,5-21,DNA,Other Practice staff,Unknown,2 to 7 Days,63
E54000044,6-22,Attended,Other Practice staff,Telephone,2 to 7 Days,4210
E54000030,1-22,Attended,GP,Telephone,2 to 7 Days,45576
E54000048,4-22,DNA,GP,Telephone,More than 28 Days,22
E54000044,2-21,Unknown,GP,Telephone,1 Day,221
E54000050,9-20,DNA,Unknown,Unknown,1 Day,1
E54000061,9-20,Unknown,Unknown,Telephone,2 to 7 Days,7
E54000018,11-21,DNA,GP,Telephone,15  to 21 Days,131
E54000048,7-21,Attended,GP,Video/Online,15  to 21 Days,2
E54000053,1-21,Attended,Other Practice staff,Video/Online,Same Day,27
E54000053,4-20,Unknown,Other Practice staff,Telephone,1 Day,50
E54000057,9-21,Attended,Other Practice staff,Home Visit,8  to 14 Days,87
E54000054,6-20,Unknown,Other Practice staff,Telephone,1 Day,217
E54000008,4-22,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,38
E54000048,4-22,Attended,GP,Telephone,Unknown / Data Quality,2
E54000057,1-20,DNA,GP,Unknown,Same Day,1087
E54000057,11-20,Attended,Unknown,Unknown,2 to 7 Days,172
E54000032,5-20,Attended,Other Practice staff,Face-to-Face,1 Day,10634
E54000008,5-20,Attended,GP,Telephone,More than 28 Days,22
E54000057,4-22,DNA,GP,Telephone,15  to 21 Days,39
E54000025,1-21,Attended,Unknown,Unknown,More than 28 Days,1
E54000022,6-21,Attended,Other Practice staff,Telephone,Same Day,26857
E54000054,9-20,Attended,GP,Video/Online,2 to 7 Days,127
E54000034,4-22,Attended,Other Practice staff,Telephone,More than 28 Days,362
E54000050,2-20,Unknown,GP,Telephone,15  to 21 Days,32
E54000010,3-20,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,3795
E54000057,5-20,DNA,GP,Unknown,More than 28 Days,3
E54000057,6-20,DNA,GP,Home Visit,2 to 7 Days,1
E54000057,9-21,Attended,GP,Unknown,22  to 28 Days,9
E54000061,5-21,DNA,GP,Face-to-Face,Same Day,83
E54000008,1-22,Attended,GP,Face-to-Face,15  to 21 Days,1089
E54000011,8-20,DNA,Unknown,Telephone,Same Day,8
E54000030,12-20,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,36557
E54000039,3-21,Unknown,Unknown,Face-to-Face,More than 28 Days,77
E54000053,3-20,Unknown,Unknown,Telephone,More than 28 Days,1
E54000010,10-20,Unknown,GP,Telephone,15  to 21 Days,29
E54000008,4-22,Unknown,Other Practice staff,Telephone,22  to 28 Days,124
E54000055,9-21,Unknown,Unknown,Face-to-Face,Same Day,257
E54000008,1-21,DNA,Other Practice staff,Telephone,15  to 21 Days,8
E54000054,6-22,Attended,Other Practice staff,Home Visit,8  to 14 Days,9
E54000008,12-21,DNA,GP,Telephone,8  to 14 Days,119
E54000048,6-22,Unknown,GP,Home Visit,8  to 14 Days,2
E54000057,10-20,DNA,GP,Home Visit,1 Day,2
E54000010,8-21,Attended,Unknown,Home Visit,2 to 7 Days,8
E54000025,7-20,Unknown,GP,Telephone,More than 28 Days,12
E54000008,4-21,Attended,Unknown,Home Visit,8  to 14 Days,1
E54000057,4-21,Unknown,GP,Unknown,8  to 14 Days,34
E54000025,10-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,608
E54000057,2-22,Attended,Other Practice staff,Telephone,8  to 14 Days,1598
E54000025,8-21,Unknown,GP,Face-to-Face,1 Day,41
E54000008,4-20,Attended,GP,Telephone,Same Day,11362
E54000062,2-20,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,2539
E54000048,4-22,Unknown,Other Practice staff,Face-to-Face,Same Day,136
E54000054,3-21,Attended,Other Practice staff,Telephone,More than 28 Days,104
E54000054,4-22,Unknown,Other Practice staff,Telephone,15  to 21 Days,48
E54000054,7-21,Attended,GP,Home Visit,2 to 7 Days,45
E54000048,1-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,117
E54000025,7-20,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,14491
E54000048,8-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,1
E54000055,5-22,DNA,GP,Unknown,22  to 28 Days,1
E54000051,6-20,Unknown,GP,Face-to-Face,1 Day,250
E54000050,10-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,2140
E54000026,2-20,DNA,Unknown,Unknown,1 Day,4
E54000054,10-21,Attended,Other Practice staff,Telephone,1 Day,3380
E54000050,3-22,DNA,Unknown,Unknown,2 to 7 Days,28
E54000028,4-22,Unknown,GP,Telephone,22  to 28 Days,273
E54000057,3-22,Attended,Unknown,Face-to-Face,1 Day,10
E54000008,7-21,DNA,Other Practice staff,Face-to-Face,1 Day,92
E54000061,6-21,DNA,Unknown,Unknown,22  to 28 Days,12
E54000026,12-21,Attended,Other Practice staff,Unknown,1 Day,53
E54000055,6-22,Attended,GP,Home Visit,1 Day,236
E54000055,12-20,Attended,Other Practice staff,Video/Online,22  to 28 Days,28
E54000008,2-22,Unknown,GP,Home Visit,8  to 14 Days,2
E54000044,9-21,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,11795
E54000057,5-20,Unknown,GP,Home Visit,Same Day,25
E54000010,4-20,Unknown,Other Practice staff,Telephone,15  to 21 Days,39
E54000010,1-20,DNA,Unknown,Home Visit,2 to 7 Days,8
E54000053,4-22,Attended,Other Practice staff,Video/Online,8  to 14 Days,20
E54000015,9-21,Unknown,Other Practice staff,Telephone,Same Day,110
E54000061,11-21,Attended,Unknown,Face-to-Face,22  to 28 Days,1
E54000008,9-20,Attended,Other Practice staff,Home Visit,More than 28 Days,4
E54000051,7-21,Attended,Other Practice staff,Home Visit,1 Day,19
E54000022,1-20,DNA,Unknown,Face-to-Face,2 to 7 Days,66
E54000038,12-20,Unknown,Other Practice staff,Unknown,8  to 14 Days,186
E54000056,12-20,Unknown,Unknown,Unknown,More than 28 Days,155
E54000057,6-21,Attended,GP,Video/Online,22  to 28 Days,2
E54000061,12-20,Unknown,GP,Home Visit,Same Day,3
E54000057,8-21,DNA,GP,Telephone,22  to 28 Days,89
E54000050,5-20,Attended,GP,Home Visit,1 Day,2
E54000008,12-20,Attended,Unknown,Face-to-Face,2 to 7 Days,19
E54000050,6-21,Unknown,Unknown,Telephone,8  to 14 Days,1
E54000023,3-20,Attended,Other Practice staff,Telephone,22  to 28 Days,267
E54000022,2-21,Attended,Other Practice staff,Home Visit,Same Day,394
E54000051,3-20,Unknown,Other Practice staff,Unknown,1 Day,38
E54000050,2-21,Unknown,Other Practice staff,Video/Online,22  to 28 Days,3
E54000051,5-20,Attended,GP,Unknown,8  to 14 Days,4
E54000061,1-21,DNA,Other Practice staff,Telephone,2 to 7 Days,112
E54000050,8-20,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,1213
E54000048,4-22,DNA,Other Practice staff,Telephone,22  to 28 Days,27
E54000052,6-20,Unknown,Unknown,Unknown,More than 28 Days,7
E54000061,1-21,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,6395
E54000054,1-22,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,766
E54000057,11-21,Unknown,GP,Home Visit,2 to 7 Days,37
E54000044,12-21,DNA,Other Practice staff,Telephone,8  to 14 Days,173
E54000025,3-22,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,56
E54000010,7-20,Unknown,GP,Telephone,15  to 21 Days,63
E54000057,9-21,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,2656
E54000061,2-22,Unknown,GP,Face-to-Face,8  to 14 Days,167
E54000050,6-22,Unknown,Other Practice staff,Video/Online,22  to 28 Days,3
E54000054,4-20,Attended,Unknown,Unknown,8  to 14 Days,372
E54000008,9-21,DNA,Other Practice staff,Video/Online,22  to 28 Days,2
E54000023,10-21,DNA,GP,Face-to-Face,1 Day,70
E54000015,7-20,Attended,Unknown,Unknown,22  to 28 Days,46
E54000029,6-20,DNA,GP,Unknown,2 to 7 Days,6
E54000015,3-22,Unknown,Unknown,Unknown,Same Day,31
E54000026,3-22,DNA,GP,Video/Online,15  to 21 Days,1
E54000051,5-22,Unknown,Unknown,Unknown,1 Day,11
E54000051,11-21,Attended,Unknown,Telephone,2 to 7 Days,84
E54000023,9-21,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,185
E54000053,9-21,Unknown,GP,Video/Online,Same Day,2
E54000053,6-20,DNA,Unknown,Unknown,Same Day,22
E54000029,1-22,DNA,Other Practice staff,Face-to-Face,Same Day,2178
E54000060,5-22,Unknown,Other Practice staff,Video/Online,More than 28 Days,4
E54000032,3-22,Unknown,GP,Unknown,15  to 21 Days,14
E54000061,5-21,Unknown,GP,Telephone,2 to 7 Days,142
E54000053,4-21,Unknown,GP,Video/Online,1 Day,3
E54000036,3-21,Attended,Other Practice staff,Home Visit,1 Day,18
E54000051,12-21,Unknown,Other Practice staff,Video/Online,15  to 21 Days,7
E54000048,6-22,Unknown,Other Practice staff,Telephone,More than 28 Days,16
